                                                                                MagneticField                                                                   10.04.2519.43.20104 
Timestamp,MagnX,MagnY,MagnZ
1744304518.963,94.80448150634766,-142.19430541992188,-74.06529998779297
1744304518.963,92.40089416503906,-143.6346435546875,-73.7437744140625
1744304518.963,93.2899169921875,-141.40211486816406,-73.7745361328125
1744304518.963,91.44483184814453,-138.1614532470703,-72.90734100341797
1744304518.963,90.2303466796875,-141.70382690429688,-76.05049896240234
1744304518.963,89.84449768066406,-142.94764709472656,-74.86653900146484
1744304518.963,87.71173095703125,-136.48892211914062,-74.82882690429688
1744304518.963,86.15467071533203,-140.22564697265625,-77.02283477783203
1744304519.037,85.89733123779297,-139.6414794921875,-76.21662902832031
1744304519.037,86.89381408691406,-137.94589233398438,-75.36199188232422
1744304519.037,84.7681884765625,-137.88534545898438,-78.28092193603516
1744304519.037,87.54718780517578,-141.24453735351562,-75.95110321044922
1744304519.037,85.51103973388672,-141.16514587402344,-76.20376586914062
1744304519.037,84.83882904052734,-137.8704833984375,-76.17597198486328
1744304519.037,84.60877990722656,-142.360107421875,-78.0917739868164
1744304519.037,82.13290405273438,-140.8955841064453,-79.49781036376953
1744304519.111,86.52505493164062,-140.7860107421875,-74.46112060546875
1744304519.111,80.7258071899414,-140.6403350830078,-78.32164764404297
1744304519.111,80.6692886352539,-140.65223693847656,-80.005615234375
1744304519.111,81.81683349609375,-142.68426513671875,-78.55109405517578
1744304519.111,82.72644805908203,-138.8474884033203,-77.1761245727539
1744304519.111,82.49649810791016,-138.81712341308594,-77.87013244628906
1744304519.111,79.5130615234375,-142.58242797851562,-80.62039947509766
1744304519.111,79.62359619140625,-140.19866943359375,-79.21727752685547
1744304519.185,78.55699920654297,-137.1092529296875,-79.78396606445312
1744304519.185,77.30316925048828,-138.22064208984375,-79.8323974609375
1744304519.185,79.57221984863281,-139.92970275878906,-79.58981323242188
1744304519.185,77.3121566772461,-138.49853515625,-80.72283172607422
1744304519.185,77.41316986083984,-140.6367645263672,-80.82217407226562
1744304519.185,77.3686752319336,-138.48663330078125,-79.03887176513672
1744304519.185,75.97145080566406,-137.46873474121094,-80.25093078613281
1744304519.185,75.9234619140625,-138.51919555664062,-80.15644836425781
1744304519.259,75.06491088867188,-138.3848114013672,-81.1081771850586
1744304519.259,77.72484588623047,-143.08920288085938,-81.95992279052734
1744304519.259,75.94954681396484,-140.39341735839844,-81.32997131347656
1744304519.259,75.4451675415039,-138.1825408935547,-80.93468475341797
1744304519.259,73.16145324707031,-141.27633666992188,-83.99115753173828
1744304519.259,74.60020446777344,-142.84507751464844,-83.85831451416016
1744304519.259,72.9580078125,-142.84031677246094,-84.68759155273438
1744304519.259,71.47862243652344,-139.68020629882812,-85.2389907836914
1744304519.333,70.79139709472656,-137.42904663085938,-84.1343994140625
1744304519.333,69.38211822509766,-139.053955078125,-84.97374725341797
1744304519.333,69.88823699951172,-139.66453552246094,-84.52462768554688
1744304519.333,70.05268096923828,-139.42892456054688,-84.6241455078125
1744304519.333,68.2041015625,-139.38882446289062,-85.44577026367188
1744304519.333,66.02752685546875,-138.77943420410156,-87.5661392211914
1744304519.333,66.28058624267578,-139.08473205566406,-87.34158325195312
1744304519.333,65.37108612060547,-138.40150451660156,-87.4947509765625
1744304519.407,63.32038116455078,-138.60496520996094,-89.33949279785156
1744304519.407,61.716758728027344,-137.55174255371094,-90.54390716552734
1744304519.407,60.170433044433594,-139.966064453125,-92.78394317626953
1744304519.407,57.371707916259766,-137.65138244628906,-94.17729949951172
1744304519.407,54.6273193359375,-137.20497131347656,-95.9021987915039
1744304519.407,54.790870666503906,-138.0098876953125,-94.5039291381836
1744304519.407,53.75923156738281,-141.59259033203125,-98.35638427734375
1744304519.407,51.33769226074219,-141.996337890625,-100.09396362304688
1744304519.481,49.58890151977539,-140.89488220214844,-99.46644592285156
1744304519.481,48.71885299682617,-138.1226348876953,-101.49253845214844
1744304519.481,45.78252029418945,-141.8780517578125,-102.8395004272461
1744304519.481,43.98017120361328,-142.38778686523438,-104.60002136230469
1744304519.481,40.86537551879883,-141.86178588867188,-105.0466537475586
1744304519.481,39.98106002807617,-144.09332275390625,-104.87556457519531
1744304519.481,36.86704635620117,-147.04676818847656,-108.04177856445312
1744304519.481,37.44853210449219,-147.6414794921875,-105.34738159179688
1744304519.555,37.1860466003418,-147.3381805419922,-105.85260009765625
1744304519.555,37.535865783691406,-149.02200317382812,-108.53659057617188
1744304519.555,34.55253982543945,-148.267333984375,-110.06505584716797
1744304519.555,31.202228546142578,-148.27169799804688,-113.68822479248047
1744304519.555,31.0930118560791,-149.33505249023438,-115.41802978515625
1744304519.555,34.74273681640625,-145.66580200195312,-111.28739929199219
1744304519.555,32.180335998535156,-145.8194122314453,-116.06378173828125
1744304519.555,34.53668975830078,-149.38980102539062,-115.1704330444336
1744304519.629,31.749910354614258,-148.95230102539062,-118.1583023071289
1744304519.629,33.89647674560547,-151.16795349121094,-117.72431945800781
1744304519.629,34.30937957763672,-146.71859741210938,-116.51781463623047
1744304519.629,34.042510986328125,-150.6564178466797,-117.21406555175781
1744304519.629,33.97404098510742,-148.79112243652344,-117.30351257324219
1744304519.629,33.18142318725586,-148.64285278320312,-116.29061889648438
1744304519.629,34.54874801635742,-146.7469940185547,-115.54315185546875
1744304519.629,34.126853942871094,-150.91844177246094,-115.85922241210938
1744304519.703,35.414085388183594,-149.52023315429688,-113.65738677978516
1744304519.703,34.11665344238281,-147.4409637451172,-113.42029571533203
1744304519.703,37.86913299560547,-144.30966186523438,-108.54459381103516
1744304519.703,37.748291015625,-147.73593139648438,-108.73059844970703
1744304519.703,37.40660095214844,-146.88973999023438,-109.27923583984375
1744304519.703,40.39213562011719,-145.28346252441406,-109.57524108886719
1744304519.703,39.852577209472656,-145.44049072265625,-108.33778381347656
1744304519.703,42.72108840942383,-148.300048828125,-107.18167877197266
1744304519.777,44.715248107910156,-148.5892791748047,-103.18091583251953
1744304519.777,44.113712310791016,-144.7989501953125,-104.88814544677734
1744304519.777,47.81645202636719,-144.31837463378906,-100.76237487792969
1744304519.777,47.03578186035156,-146.04730224609375,-101.343994140625
1744304519.777,48.60479736328125,-144.18775939941406,-100.74449920654297
1744304519.777,50.47089767456055,-145.54429626464844,-99.03486633300781
1744304519.777,54.59114456176758,-145.1334228515625,-94.7840576171875
1744304519.777,55.420230865478516,-142.0741729736328,-93.12581634521484
1744304519.851,59.83156967163086,-145.719970703125,-91.41848754882812
1744304519.851,58.56107711791992,-144.95516967773438,-90.01273345947266
1744304519.851,65.25997924804688,-146.06594848632812,-87.45079040527344
1744304519.851,66.34980773925781,-144.91029357910156,-86.13174438476562
1744304519.851,72.10962677001953,-146.6641845703125,-84.23826599121094
1744304519.851,73.43070983886719,-144.21849060058594,-82.5519027709961
1744304519.851,77.02117156982422,-147.7220001220703,-80.67366027832031
1744304519.851,78.23522186279297,-144.45947265625,-78.70159912109375
1744304519.925,79.73609161376953,-144.9747772216797,-78.24225616455078
1744304519.925,83.090576171875,-149.769287109375,-76.87165832519531
1744304519.925,86.56086730957031,-146.8983917236328,-75.40469360351562
1744304519.925,86.97705078125,-148.28846740722656,-74.95296478271484
1744304519.925,88.60981750488281,-148.2952117919922,-74.40435028076172
1744304519.925,88.9083480834961,-145.67088317871094,-72.39910125732422
1744304519.925,91.51515197753906,-151.7065887451172,-74.4677963256836
1744304519.925,89.7560806274414,-151.1668701171875,-76.46312713623047
1744304519.999,92.94327545166016,-150.0777130126953,-73.06713104248047
1744304519.999,94.6103286743164,-148.75709533691406,-71.8628921508789
1744304519.999,96.41388702392578,-151.4469451904297,-71.65086364746094
1744304519.999,94.35255432128906,-148.4528045654297,-72.227783203125
1744304519.999,94.89418029785156,-150.93560791015625,-72.6715316772461
1744304519.999,93.96583557128906,-150.25634765625,-73.38601684570312
1744304519.999,94.24288177490234,-150.2768096923828,-71.28871154785156
1744304519.999,90.55723571777344,-152.3536834716797,-75.69757080078125
1744304520.073,90.3123779296875,-148.84683227539062,-74.09298706054688
1744304520.073,90.3294677734375,-150.44314575195312,-74.3760757446289
1744304520.073,90.18047332763672,-149.35537719726562,-74.1822509765625
1744304520.073,90.17105102539062,-149.35736083984375,-74.4629135131836
1744304520.073,91.5785903930664,-149.33274841308594,-74.46797180175781
1744304520.073,88.96182250976562,-148.09889221191406,-75.07283782958984
1744304520.073,89.31546020507812,-150.82228088378906,-76.11872100830078
1744304520.073,86.00161743164062,-147.61912536621094,-77.07074737548828
1744304520.147,89.2817153930664,-147.34976196289062,-74.3814468383789
1744304520.147,88.85128021240234,-150.48265075683594,-76.47595977783203
1744304520.147,88.5734634399414,-146.98272705078125,-75.85368347167969
1744304520.147,86.15312957763672,-150.58607482910156,-79.1397476196289
1744304520.147,86.3488998413086,-147.42379760742188,-77.87957000732422
1744304520.147,87.03096008300781,-150.43661499023438,-76.45560455322266
1744304520.147,88.40388488769531,-147.4992218017578,-77.06558990478516
1744304520.147,83.66059875488281,-147.245361328125,-79.09159851074219
1744304520.221,87.67676544189453,-147.616943359375,-75.25917053222656
1744304520.221,85.4423599243164,-148.33987426757812,-78.73681640625
1744304520.221,86.9389419555664,-148.57627868652344,-77.2467041015625
1744304520.221,86.16858673095703,-149.26268005371094,-79.04544830322266
1744304520.221,85.75357818603516,-151.55296325683594,-77.2056884765625
1744304520.221,87.4407958984375,-148.90797424316406,-75.76681518554688
1744304520.221,83.98037719726562,-151.01622009277344,-79.62200164794922
1744304520.221,86.31975555419922,-148.4702911376953,-77.22377014160156
1744304520.295,84.85746002197266,-146.90652465820312,-78.0582504272461
1744304520.295,88.00432586669922,-148.4661102294922,-75.13152313232422
1744304520.295,85.62859344482422,-149.6995849609375,-78.97908782958984
1744304520.295,85.82008361816406,-146.2584228515625,-76.68814086914062
1744304520.295,88.48133850097656,-149.64239501953125,-77.8665771484375
1744304520.295,85.0171890258789,-146.67189025878906,-78.29810333251953
1744304520.295,85.26892852783203,-148.29759216308594,-77.74685668945312
1744304520.295,86.1943130493164,-147.3775634765625,-76.32829284667969
1744304520.369,84.51016235351562,-147.1018524169922,-77.24943542480469
1744304520.369,88.5379638671875,-145.11050415039062,-74.9608154296875
1744304520.369,86.33477020263672,-147.42677307128906,-78.3005599975586
1744304520.369,84.28746032714844,-148.9496612548828,-79.67828369140625
1744304520.369,88.02098846435547,-150.34231567382812,-76.58570861816406
1744304520.369,87.70285034179688,-149.49114990234375,-76.43269348144531
1744304520.369,86.43621063232422,-149.28512573242188,-77.22880554199219
1744304520.369,86.22213745117188,-147.6514892578125,-76.65740966796875
1744304520.443,85.5841064453125,-147.54945373535156,-77.19579315185547
1744304520.443,89.73645782470703,-147.69137573242188,-74.30486297607422
1744304520.443,87.27427673339844,-146.50375366210938,-76.46099853515625
1744304520.443,86.64774322509766,-149.03958129882812,-75.92501831054688
1744304520.443,88.51341247558594,-150.67599487304688,-75.38648223876953
1744304520.443,88.09855651855469,-147.9654998779297,-76.1648941040039
1744304520.443,86.23155975341797,-147.64950561523438,-76.37674713134766
1744304520.443,87.98845672607422,-150.0693817138672,-76.39691925048828
1744304520.517,89.28071594238281,-152.91030883789062,-74.10546112060547
1744304520.517,88.64400482177734,-151.48785400390625,-74.97053527832031
1744304520.517,87.92162322998047,-151.12379455566406,-76.86376190185547
1744304520.517,88.93388366699219,-152.34495544433594,-75.96552276611328
1744304520.517,86.90080261230469,-149.34487915039062,-75.7004623413086
1744304520.517,87.3277359008789,-149.41256713867188,-75.29476165771484
1744304520.517,85.14348602294922,-147.20486450195312,-76.85137939453125
1744304520.517,89.62418365478516,-151.6754150390625,-76.5523910522461
1744304520.591,87.95120239257812,-149.7974395751953,-76.34846496582031
1744304520.591,87.74436950683594,-150.04197692871094,-77.51191711425781
1744304520.591,88.50235748291016,-147.75827026367188,-75.28974914550781
1744304520.591,88.28083038330078,-153.28643798828125,-75.42711639404297
1744304520.591,87.89258575439453,-147.65028381347656,-74.98615264892578
1744304520.591,88.3220443725586,-149.59715270996094,-76.45563507080078
1744304520.591,85.45516967773438,-149.6573028564453,-77.9891357421875
1744304520.591,86.44002532958984,-150.3246612548828,-75.59069061279297
1744304520.665,86.15706634521484,-147.10562133789062,-76.27983856201172
1744304520.665,84.97006225585938,-147.16259765625,-75.8614273071289
1744304520.665,88.35368347167969,-150.91061401367188,-75.14663696289062
1744304520.665,85.93817901611328,-149.9929656982422,-77.07057189941406
1744304520.665,84.20012664794922,-147.56912231445312,-76.48907470703125
1744304520.665,86.41001892089844,-151.930908203125,-77.2770767211914
1744304520.665,85.56690979003906,-150.47312927246094,-78.13450622558594
1744304520.665,85.59823608398438,-147.54647827148438,-76.7748031616211
1744304520.74,85.4988784790039,-148.32797241210938,-77.0528564453125
1744304520.74,85.5506820678711,-148.3170623779297,-75.50922393798828
1744304520.74,87.67412567138672,-150.2577667236328,-74.60579681396484
1744304520.74,85.26847076416016,-149.0582733154297,-75.0779800415039
1744304520.74,84.32086181640625,-148.662841796875,-77.5248794555664
1744304520.74,86.41472625732422,-151.92991638183594,-77.13674926757812
1744304520.74,81.42276763916016,-147.129638671875,-79.19628143310547
1744304520.74,84.03568267822266,-147.8047332763672,-76.38955688476562
1744304520.815,82.04841613769531,-145.6343536376953,-78.23448181152344
1744304520.815,81.23816680908203,-148.68963623046875,-79.3313980102539
1744304520.815,82.84825134277344,-148.1416015625,-77.14224243164062
1744304520.815,81.2754135131836,-148.96157836914062,-79.37985229492188
1744304520.815,83.88023376464844,-148.31825256347656,-77.18047332763672
1744304520.815,81.22917938232422,-148.4117431640625,-78.44096374511719
1744304520.815,79.35497283935547,-145.73678588867188,-80.75794219970703
1744304520.815,82.40544128417969,-149.6771697998047,-78.81333923339844
1744304520.889,80.70584869384766,-150.72483825683594,-79.82878875732422
1744304520.889,79.14461517333984,-149.66270446777344,-79.77023315429688
1744304520.889,78.18035125732422,-147.3910675048828,-80.76295471191406
1744304520.889,77.70500946044922,-148.65371704101562,-82.2452621459961
1744304520.889,76.1839828491211,-149.46279907226562,-82.93923950195312
1744304520.889,76.62635803222656,-148.2071075439453,-82.43923950195312
1744304520.889,74.36762237548828,-145.4555206298828,-83.8989486694336
1744304520.889,73.57752990722656,-147.18643188476562,-84.76123046875
