                                                                                AngularVelocity                                                                 10.04.2519.43.20104 
Timestamp,GyroX,GyroY,GyroZ
1744304518.963,-16.8700008392334,-9.65999984741211,-100.87000274658203
1744304518.963,-23.520000457763672,-21.84000015258789,-92.47000122070312
1744304518.963,-22.469999313354492,-40.040000915527344,-76.93000030517578
1744304518.963,-25.40999984741211,-58.17000198364258,-68.38999938964844
1744304518.963,-25.760000228881836,-66.01000213623047,-64.12000274658203
1744304518.963,-19.530000686645508,-61.25,-61.810001373291016
1744304518.963,-10.779999732971191,-49.70000076293945,-57.119998931884766
1744304518.963,-2.799999952316284,-29.75,-52.36000061035156
1744304519.037,2.450000047683716,-14.069999694824219,-50.400001525878906
1744304519.037,3.7799999713897705,-1.6800000667572021,-50.959999084472656
1744304519.037,2.940000057220459,4.690000057220459,-50.88999938964844
1744304519.037,0.2800000011920929,0.8400000333786011,-47.810001373291016
1744304519.037,-4.130000114440918,-16.65999984741211,-41.439998626708984
1744304519.037,-8.609999656677246,-41.790000915527344,-33.11000061035156
1744304519.037,-11.760000228881836,-63.77000045776367,-25.059999465942383
1744304519.037,-12.039999961853027,-69.51000213623047,-20.860000610351562
1744304519.111,-10.149999618530273,-58.52000045776367,-21.06999969482422
1744304519.111,-6.579999923706055,-37.45000076293945,-22.81999969482422
1744304519.111,-3.7799999713897705,-16.940000534057617,-24.780000686645508
1744304519.111,-1.8200000524520874,-8.539999961853027,-25.34000015258789
1744304519.111,-1.190000057220459,-14.980000495910645,-23.520000457763672
1744304519.111,-1.4700000286102295,-30.940000534057617,-20.299999237060547
1744304519.111,-2.6600000858306885,-45.779998779296875,-17.149999618530273
1744304519.111,-3.640000104904175,-50.81999969482422,-15.329999923706055
1744304519.185,-4.409999847412109,-47.810001373291016,-15.260000228881836
1744304519.185,-4.760000228881836,-40.529998779296875,-16.450000762939453
1744304519.185,-5.670000076293945,-35.97999954223633,-17.71000099182129
1744304519.185,-6.510000228881836,-34.58000183105469,-18.40999984741211
1744304519.185,-7.490000247955322,-34.15999984741211,-19.040000915527344
1744304519.185,-9.239999771118164,-35.209999084472656,-19.31999969482422
1744304519.185,-10.569999694824219,-36.33000183105469,-19.25
1744304519.185,-10.079999923706055,-38.220001220703125,-19.8799991607666
1744304519.259,-12.109999656677246,-39.47999954223633,-21.770000457763672
1744304519.259,-10.5,-42.13999938964844,-22.68000030517578
1744304519.259,-9.869999885559082,-49,-27.3700008392334
1744304519.259,-15.119999885559082,-51.45000076293945,-24.920000076293945
1744304519.259,-19.809999465942383,-53.27000045776367,-28.90999984741211
1744304519.259,-24.71000099182129,-56.279998779296875,-34.86000061035156
1744304519.259,-29.889999389648438,-54.31999969482422,-38.779998779296875
1744304519.259,-35.90999984741211,-45.08000183105469,-47.38999938964844
1744304519.333,-42.630001068115234,-34.93000030517578,-56.06999969482422
1744304519.333,-48.58000183105469,-29.1200008392334,-63.279998779296875
